date,month,vendor,pickup_time,dropoff_time,duration,passengers,distance,start_long,start_lat,end_long,end_lat,payment_type,fare,surcharge,tip,tolls,total
2009-01-01,2009-01,CMT,2009-01-01D00:06:07.000000000,2009-01-01D00:16:53.000000000,0D00:10:46.000000000,2,3.9,-73.97345,40.75266,-73.93074,40.76613,CASH,11.4,0,0,0,11.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:08.000000000,2009-01-01D00:12:29.000000000,0D00:06:21.000000000,1,2.1,-73.96727,40.76953,-73.97269,40.79102,No Charge,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:09.000000000,2009-01-01D00:12:48.000000000,0D00:06:39.000000000,1,1.3,-73.97976,40.76663,-73.97477,40.75288,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:09.000000000,2009-01-01D00:22:49.000000000,0D00:16:40.000000000,1,4.3,-73.97451,40.76163,-73.91755,40.75824,CASH,14.2,0,0,0,14.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:10.000000000,2009-01-01D00:11:04.000000000,0D00:04:54.000000000,2,0.8,-73.97908,40.75164,-73.97443,40.75693,CREDIT,5.4,0,0.81,0,6.21
2009-01-01,2009-01,CMT,2009-01-01D00:06:10.000000000,2009-01-01D00:21:54.000000000,0D00:15:44.000000000,1,2.3,-73.97095,40.75617,-73.99443,40.74766,CASH,10.6,0,0,0,10.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:10.000000000,2009-01-01D00:14:31.000000000,0D00:08:21.000000000,1,1.8,-74.00124,40.73141,-73.97534,40.72885,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:10.000000000,2009-01-01D00:14:28.000000000,0D00:08:18.000000000,3,4.8,-73.98606,40.76785,-73.95365,40.82189,CASH,13,0,0,0,13
2009-01-01,2009-01,CMT,2009-01-01D00:06:10.000000000,2009-01-01D00:10:01.000000000,0D00:03:51.000000000,1,0.8,-73.98788,40.71895,-73.9796,40.71825,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:11.000000000,2009-01-01D00:10:35.000000000,0D00:04:24.000000000,1,1,-73.94845,40.78934,-73.93752,40.79367,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:11.000000000,2009-01-01D00:37:40.000000000,0D00:31:29.000000000,2,9.5,-73.96805,40.76104,-73.9876,40.66784,CASH,27,0,0,0,27
2009-01-01,2009-01,CMT,2009-01-01D00:06:12.000000000,2009-01-01D00:53:15.000000000,0D00:47:03.000000000,4,2,-73.97952,40.76698,-73.99095,40.75585,CASH,21.8,0,0,0,21.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:12.000000000,2009-01-01D00:20:58.000000000,0D00:14:46.000000000,1,5.4,-73.97439,40.78314,-73.98166,40.72848,CREDIT,15.4,0,1,0,16.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:12.000000000,2009-01-01D00:18:54.000000000,0D00:12:42.000000000,1,3.4,-74.0631,40.7274,-74.0631,40.7274,CASH,11.4,0,0,0,11.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:12.000000000,2009-01-01D00:15:12.000000000,0D00:09:00.000000000,1,2.7,-73.96148,40.7646,-73.99141,40.74392,CASH,9,0,0,0,9
2009-01-01,2009-01,CMT,2009-01-01D00:06:13.000000000,2009-01-01D00:16:57.000000000,0D00:10:44.000000000,3,1.8,-73.98745,40.76082,-73.96884,40.76455,CASH,8.6,0,0,0,8.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:13.000000000,2009-01-01D00:09:34.000000000,0D00:03:21.000000000,1,1.3,-73.97045,40.75911,-73.95602,40.77222,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:13.000000000,2009-01-01D00:09:46.000000000,0D00:03:33.000000000,1,1,-74.00567,40.74847,-73.98763,40.74141,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:14.000000000,2009-01-01D00:21:24.000000000,0D00:15:10.000000000,4,10,-73.87287,40.77402,-73.97033,40.75859,CREDIT,23.4,0,4.13,4.15,31.68
2009-01-01,2009-01,CMT,2009-01-01D00:06:14.000000000,2009-01-01D00:17:44.000000000,0D00:11:30.000000000,1,1.1,-73.9885,40.76396,-73.99074,40.75044,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:15.000000000,2009-01-01D00:11:40.000000000,0D00:05:25.000000000,1,1.1,-73.97695,40.72902,-73.98807,40.71893,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:15.000000000,2009-01-01D00:09:59.000000000,0D00:03:44.000000000,2,0.8,-73.9893,40.72616,-73.97865,40.72859,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:15.000000000,2009-01-01D00:07:40.000000000,0D00:01:25.000000000,1,0.4,-73.95028,40.77583,-73.95577,40.77963,CASH,3.8,0,0,0,3.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:15.000000000,2009-01-01D00:36:39.000000000,0D00:30:24.000000000,4,15.4,-73.99166,40.73525,-73.77866,40.75556,CASH,36.6,0,0,0,36.6
2009-01-01,2009-01,DDS,2009-01-01D00:06:15.000000000,2009-01-01D00:16:45.000000000,0D00:10:30.000000000,3,1.2,-73.98474,40.72841,-74.00317,40.73484,CASH,6.9,0.5,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:15.000000000,2009-01-01D00:12:04.000000000,0D00:05:49.000000000,1,2.6,-73.96832,40.75513,-73.94583,40.78197,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:16.000000000,2009-01-01D00:09:14.000000000,0D00:02:58.000000000,1,0.7,-73.9821,40.77869,-73.98151,40.76777,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:16.000000000,2009-01-01D00:21:37.000000000,0D00:15:21.000000000,2,3.5,-73.97936,40.76284,-73.99028,40.72331,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:17.000000000,2009-01-01D00:09:30.000000000,0D00:03:13.000000000,1,0.7,-73.98099,40.7827,-73.98189,40.78134,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:17.000000000,2009-01-01D00:09:50.000000000,0D00:03:33.000000000,1,0.8,-73.97246,40.74935,-73.96754,40.7563,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:18.000000000,2009-01-01D00:19:00.000000000,0D00:12:42.000000000,1,0.6,-73.96269,40.79956,-73.96905,40.79097,CASH,8.6,0,0,0,8.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:22.000000000,2009-01-01D00:09:04.000000000,0D00:02:42.000000000,2,0.8,-73.95211,40.77797,-73.94961,40.77114,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:22.000000000,2009-01-01D00:09:30.000000000,0D00:03:08.000000000,1,0.4,-73.98357,40.72608,-73.98754,40.72274,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:22.000000000,2009-01-01D00:09:57.000000000,0D00:03:35.000000000,2,1,-74.00184,40.73774,-74.00605,40.72391,CREDIT,5.4,0,0.81,0,6.21
2009-01-01,2009-01,CMT,2009-01-01D00:06:22.000000000,2009-01-01D00:10:10.000000000,0D00:03:48.000000000,2,0.9,-73.95851,40.7757,-73.95669,40.76698,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:22.000000000,2009-01-01D00:33:01.000000000,0D00:26:39.000000000,2,9,-73.97859,40.75462,-73.9311,40.85778,CASH,24.2,0,0,0,24.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:23.000000000,2009-01-01D00:14:09.000000000,0D00:07:46.000000000,1,1.5,-74.00275,40.72502,-73.97994,40.71762,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:24.000000000,2009-01-01D00:20:52.000000000,0D00:14:28.000000000,2,5.3,-73.97927,40.75014,-73.90883,40.74423,CASH,14.6,0,0,0,14.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:24.000000000,2009-01-01D00:09:36.000000000,0D00:03:12.000000000,1,0.7,-73.99782,40.74527,-74.00092,40.73841,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:24.000000000,2009-01-01D00:25:40.000000000,0D00:19:16.000000000,2,9.2,-73.99713,40.7424,-73.97265,40.63732,CASH,22.6,0,0,0,22.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:25.000000000,2009-01-01D00:25:21.000000000,0D00:18:56.000000000,1,6.2,-73.97421,40.75864,-73.8675,40.74074,CASH,17.8,0,0,0,17.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:25.000000000,2009-01-01D00:08:46.000000000,0D00:02:21.000000000,2,0.7,-73.99211,40.76967,-73.99282,40.76186,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:25.000000000,2009-01-01D00:07:53.000000000,0D00:01:28.000000000,3,0.4,-73.96504,40.76366,-73.96085,40.76949,CASH,3.8,0,0,0,3.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:25.000000000,2009-01-01D00:17:57.000000000,0D00:11:32.000000000,2,4.5,-73.98419,40.75152,-73.92318,40.76099,CASH,13,0,0,0,13
2009-01-01,2009-01,CMT,2009-01-01D00:06:25.000000000,2009-01-01D00:28:07.000000000,0D00:21:42.000000000,2,2.7,-73.98447,40.765,-73.99108,40.7486,CASH,13.4,0,0,0,13.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:25.000000000,2009-01-01D00:11:24.000000000,0D00:04:59.000000000,1,1.6,-73.95074,40.77497,-73.93591,40.79521,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:26.000000000,2009-01-01D00:17:45.000000000,0D00:11:19.000000000,1,1.2,-73.98977,40.7259,0,0,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:26.000000000,2009-01-01D00:11:44.000000000,0D00:05:18.000000000,3,1.5,-73.98232,40.76657,-73.97854,40.78305,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:26.000000000,2009-01-01D00:19:08.000000000,0D00:12:42.000000000,2,6.2,-73.97548,40.78459,-73.94133,40.84384,CASH,16.2,0,0,0,16.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:26.000000000,2009-01-01D00:20:20.000000000,0D00:13:54.000000000,3,2.9,-73.98756,40.75113,-73.95718,40.76851,CASH,11,0,0,0,11
2009-01-01,2009-01,CMT,2009-01-01D00:06:27.000000000,2009-01-01D00:14:06.000000000,0D00:07:39.000000000,1,1.2,-73.98691,40.75034,-73.9951,40.76205,CREDIT,6.6,0,1.32,0,7.92
2009-01-01,2009-01,DDS,2009-01-01D00:06:27.000000000,2009-01-01D00:16:06.000000000,0D00:09:39.000000000,1,2.7,-73.96695,40.79872,-73.96337,40.77194,CASH,8.9,0.5,0,0,9.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:28.000000000,2009-01-01D00:33:53.000000000,0D00:27:25.000000000,2,9.8,-73.9914,40.73006,-73.97949,40.64305,CASH,25.8,0,0,0,25.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:29.000000000,2009-01-01D00:14:42.000000000,0D00:08:13.000000000,1,1.7,0,0,0,0,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:30.000000000,2009-01-01D00:29:36.000000000,0D00:23:06.000000000,4,5.3,-73.98792,40.72134,-73.98506,40.77912,CASH,16.6,0,0,0,16.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:30.000000000,2009-01-01D00:43:40.000000000,0D00:37:10.000000000,2,6.5,-73.99879,40.72316,-73.96525,40.79197,CREDIT,23.4,0,5.85,0,29.25
2009-01-01,2009-01,CMT,2009-01-01D00:06:30.000000000,2009-01-01D00:38:09.000000000,0D00:31:39.000000000,4,2.7,-73.97684,40.76499,-74.00277,40.7606,CASH,16.6,0,0,0,16.6
2009-01-01,2009-01,DDS,2009-01-01D00:06:32.000000000,2009-01-01D00:19:39.000000000,0D00:13:07.000000000,2,5.1,-73.97903,40.74075,-73.98955,40.70241,CASH,13.7,0.5,0,0,14.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:32.000000000,2009-01-01D00:09:54.000000000,0D00:03:22.000000000,2,1.3,-73.99879,40.71434,-74.01241,40.70155,CREDIT,5.8,0,0.87,0,6.67
2009-01-01,2009-01,CMT,2009-01-01D00:06:32.000000000,2009-01-01D00:10:05.000000000,0D00:03:33.000000000,1,0.8,-73.98135,40.78427,-73.97306,40.79034,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:33.000000000,2009-01-01D00:21:40.000000000,0D00:15:07.000000000,1,1.3,-74.00246,40.75012,-73.97916,40.7418,CREDIT,9.4,0,1.5,0,10.9
2009-01-01,2009-01,CMT,2009-01-01D00:06:34.000000000,2009-01-01D00:34:38.000000000,0D00:28:04.000000000,1,15,-73.99251,40.72537,-74.19348,40.68684,CREDIT,49.2,0,9.84,0,59.04
2009-01-01,2009-01,CMT,2009-01-01D00:06:34.000000000,2009-01-01D00:28:11.000000000,0D00:21:37.000000000,1,17.4,-73.78687,40.64108,-73.97978,40.74071,CASH,45,0,0,4.15,49.15
2009-01-01,2009-01,DDS,2009-01-01D00:06:34.000000000,2009-01-01D00:11:15.000000000,0D00:04:41.000000000,3,0.7,-73.99571,40.72311,-73.98327,40.72211,CASH,4.5,0.5,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:35.000000000,2009-01-01D00:22:09.000000000,0D00:15:34.000000000,1,8.6,-73.95208,40.77308,-73.86705,40.72183,CASH,21,0,0,0,21
2009-01-01,2009-01,CMT,2009-01-01D00:06:36.000000000,2009-01-01D00:18:24.000000000,0D00:11:48.000000000,1,1.2,-73.97941,40.75949,-73.98817,40.74713,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:36.000000000,2009-01-01D00:34:15.000000000,0D00:27:39.000000000,2,4.3,-73.99892,40.72148,-73.9619,40.77682,CASH,17,0,0,0,17
2009-01-01,2009-01,CMT,2009-01-01D00:06:36.000000000,2009-01-01D00:13:55.000000000,0D00:07:19.000000000,2,1.3,-74.00688,40.73036,-73.99374,40.72122,CASH,7,0,0,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:06:36.000000000,2009-01-01D00:16:06.000000000,0D00:09:30.000000000,2,1.6,-73.98195,40.76615,-73.97208,40.75021,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:37.000000000,2009-01-01D00:28:37.000000000,0D00:22:00.000000000,4,2.4,-73.98851,40.76015,-73.97409,40.74993,CASH,12.6,0,0,0,12.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:38.000000000,2009-01-01D00:30:19.000000000,0D00:23:41.000000000,1,3.3,-73.98528,40.76864,-73.98288,40.73154,CASH,14.2,0,0,0,14.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:38.000000000,2009-01-01D00:16:44.000000000,0D00:10:06.000000000,2,1.8,-74.00415,40.73762,-74.00516,40.7239,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:38.000000000,2009-01-01D00:25:42.000000000,0D00:19:04.000000000,1,11,-74.01669,40.70487,-73.87701,40.75053,CASH,26.2,0,0,0,26.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:39.000000000,2009-01-01D00:13:28.000000000,0D00:06:49.000000000,2,1,-74.00089,40.71864,-73.99291,40.72145,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:39.000000000,2009-01-01D00:13:35.000000000,0D00:06:56.000000000,1,0.6,-73.96832,40.75523,-73.97869,40.75887,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:39.000000000,2009-01-01D00:09:48.000000000,0D00:03:09.000000000,1,0.9,-73.96039,40.77565,-73.97307,40.78264,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:39.000000000,2009-01-01D00:11:38.000000000,0D00:04:59.000000000,3,1.1,-73.99249,40.73773,-73.9764,40.72875,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:40.000000000,2009-01-01D00:27:48.000000000,0D00:21:08.000000000,3,5.2,-73.98874,40.74858,-73.94577,40.78996,CASH,16.2,0,0,0,16.2
2009-01-01,2009-01,DDS,2009-01-01D00:06:41.000000000,2009-01-01D00:18:08.000000000,0D00:11:27.000000000,2,3.3,-73.95432,40.77836,-73.95596,40.81365,CASH,10.1,0.5,0,0,10.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:41.000000000,2009-01-01D00:09:50.000000000,0D00:03:09.000000000,2,0.4,-73.9935,40.76221,-73.99644,40.7635,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:42.000000000,2009-01-01D00:12:13.000000000,0D00:05:31.000000000,1,1.6,-73.96174,40.71379,-73.95815,40.73331,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:42.000000000,2009-01-01D00:12:39.000000000,0D00:05:57.000000000,1,1.1,-73.97543,40.75309,-73.96432,40.75898,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:42.000000000,2009-01-01D00:17:30.000000000,0D00:10:48.000000000,1,4.1,-74.00473,40.707,-73.98235,40.74187,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:42.000000000,2009-01-01D00:20:55.000000000,0D00:14:13.000000000,2,2.7,-73.96449,40.76451,-73.98431,40.77976,CASH,11,0,0,0,11
2009-01-01,2009-01,CMT,2009-01-01D00:06:42.000000000,2009-01-01D00:10:05.000000000,0D00:03:23.000000000,2,0.6,-73.99712,40.72239,-73.99995,40.71929,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:43.000000000,2009-01-01D00:09:08.000000000,0D00:02:25.000000000,1,0.9,-73.98556,40.71913,-73.97509,40.71841,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:43.000000000,2009-01-01D00:16:15.000000000,0D00:09:32.000000000,2,2.6,-73.98382,40.72582,-73.96765,40.71266,CREDIT,9.4,0,2.35,0,11.75
2009-01-01,2009-01,CMT,2009-01-01D00:06:43.000000000,2009-01-01D00:11:39.000000000,0D00:04:56.000000000,2,1.2,-73.98065,40.72989,-73.97683,40.74359,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:43.000000000,2009-01-01D00:11:49.000000000,0D00:05:06.000000000,2,0.9,-73.9502,40.78021,-73.94712,40.77335,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:45.000000000,2009-01-01D00:20:24.000000000,0D00:13:39.000000000,2,3.8,-73.96666,40.75739,-74.0033,40.71916,CASH,11.8,0,0,0,11.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:46.000000000,2009-01-01D00:13:02.000000000,0D00:06:16.000000000,1,1.6,-74.00667,40.73102,-73.99289,40.74811,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:46.000000000,2009-01-01D00:12:52.000000000,0D00:06:06.000000000,2,1.4,-73.99817,40.68234,-73.97871,40.68461,CREDIT,7,0,1.05,0,8.05
2009-01-01,2009-01,CMT,2009-01-01D00:06:46.000000000,2009-01-01D00:10:12.000000000,0D00:03:26.000000000,1,1.2,-73.95856,40.76409,-73.94719,40.78012,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:47.000000000,2009-01-01D00:22:14.000000000,0D00:15:27.000000000,1,3.6,-73.97407,40.77896,-73.98284,40.73814,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:47.000000000,2009-01-01D00:21:43.000000000,0D00:14:56.000000000,3,4,-73.97998,40.72265,-73.99464,40.75608,CASH,13,0,0,0,13
2009-01-01,2009-01,CMT,2009-01-01D00:06:48.000000000,2009-01-01D00:29:20.000000000,0D00:22:32.000000000,1,3.7,-73.97996,40.72259,-73.99466,40.75612,CASH,14.6,0,0,0,14.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:48.000000000,2009-01-01D00:17:37.000000000,0D00:10:49.000000000,2,1.5,-73.98064,40.78312,-73.99043,40.76165,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:48.000000000,2009-01-01D00:19:26.000000000,0D00:12:38.000000000,1,1.7,-73.97425,40.75648,-73.99453,40.74863,CREDIT,9,0,1.35,0,10.35
2009-01-01,2009-01,DDS,2009-01-01D00:06:48.000000000,2009-01-01D00:18:04.000000000,0D00:11:16.000000000,1,2.3,-73.98109,40.7533,-74.00594,40.73597,CASH,8.1,0.5,0,0,8.6
2009-01-01,2009-01,DDS,2009-01-01D00:06:48.000000000,2009-01-01D00:11:28.000000000,0D00:04:40.000000000,0,1.2,-73.13739,41.36614,-73.13739,41.36614,CASH,2.5,0.5,0,0,3
2009-01-01,2009-01,CMT,2009-01-01D00:06:49.000000000,2009-01-01D00:12:08.000000000,0D00:05:19.000000000,1,1,-73.98861,40.72269,-73.97533,40.72523,CREDIT,5.8,0,1.45,0,7.25
2009-01-01,2009-01,CMT,2009-01-01D00:06:50.000000000,2009-01-01D00:13:26.000000000,0D00:06:36.000000000,1,1.8,-73.97781,40.78399,-73.99167,40.76623,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:50.000000000,2009-01-01D00:14:11.000000000,0D00:07:21.000000000,1,2,-73.95198,40.77803,-73.97019,40.75217,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:50.000000000,2009-01-01D00:14:15.000000000,0D00:07:25.000000000,2,1.7,-73.98196,40.77168,-73.96874,40.79173,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:50.000000000,2009-01-01D00:09:49.000000000,0D00:02:59.000000000,3,0.9,-73.99922,40.71182,-73.98237,40.71337,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:51.000000000,2009-01-01D00:17:01.000000000,0D00:10:10.000000000,2,0.8,-73.98592,40.76358,-73.99381,40.75675,CASH,7,0,0,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:06:51.000000000,2009-01-01D00:21:17.000000000,0D00:14:26.000000000,2,2.3,-73.98653,40.73542,-73.97784,40.71288,CASH,10.6,0,0,0,10.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:51.000000000,2009-01-01D00:16:16.000000000,0D00:09:25.000000000,1,1.8,-73.97006,40.75971,-73.98892,40.74137,CREDIT,8.2,0,2,0,10.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:51.000000000,2009-01-01D00:17:20.000000000,0D00:10:29.000000000,1,3,-74.00082,40.72579,-73.96262,40.7124,CASH,10.2,0,0,0,10.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:51.000000000,2009-01-01D00:22:09.000000000,0D00:15:18.000000000,1,4.3,-73.99157,40.74997,-74.01629,40.70885,CASH,14.2,0,0,0,14.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:52.000000000,2009-01-01D00:09:34.000000000,0D00:02:42.000000000,1,0.6,-73.98943,40.73418,-73.99536,40.73942,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,DDS,2009-01-01D00:06:53.000000000,2009-01-01D00:10:14.000000000,0D00:03:21.000000000,2,0.3,-73.95176,40.77377,-73.94653,40.77766,CASH,2.5,0.5,0,0,3
2009-01-01,2009-01,CMT,2009-01-01D00:06:53.000000000,2009-01-01D00:07:50.000000000,0D00:00:57.000000000,1,0.2,-73.945,40.73368,-73.945,40.73368,CASH,3.4,0,0,0,3.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:53.000000000,2009-01-01D00:22:14.000000000,0D00:15:21.000000000,1,3.9,-74.00205,40.73381,-73.95928,40.76327,CASH,12.6,0,0,0,12.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:54.000000000,2009-01-01D00:15:42.000000000,0D00:08:48.000000000,1,1.7,-74.00232,40.72805,-73.97862,40.72804,CREDIT,7.8,0,1.56,0,9.36
2009-01-01,2009-01,CMT,2009-01-01D00:06:54.000000000,2009-01-01D00:36:08.000000000,0D00:29:14.000000000,3,3.6,-73.99899,40.72132,-73.97822,40.75964,CASH,16.6,0,0,0,16.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:54.000000000,2009-01-01D00:16:22.000000000,0D00:09:28.000000000,1,1.7,-73.99952,40.75218,-73.99518,40.73855,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:54.000000000,2009-01-01D00:34:34.000000000,0D00:27:40.000000000,1,8.9,-73.98771,40.76024,-73.89527,40.70267,CASH,24.2,0,0,0,24.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:54.000000000,2009-01-01D00:11:38.000000000,0D00:04:44.000000000,2,1,-73.97724,40.75102,-73.99122,40.75039,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:55.000000000,2009-01-01D00:18:53.000000000,0D00:11:58.000000000,2,8.4,-73.78661,40.64115,-73.73194,40.7116,CASH,20.2,0,0,0,20.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:55.000000000,2009-01-01D00:32:22.000000000,0D00:25:27.000000000,1,3.4,-74.00341,40.72338,-73.99135,40.7613,CASH,15.4,0,0,0,15.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:55.000000000,2009-01-01D00:16:52.000000000,0D00:09:57.000000000,1,3.9,-74.00177,40.70983,-73.98598,40.7399,CREDIT,11.8,0,1.7,0,13.5
2009-01-01,2009-01,CMT,2009-01-01D00:06:56.000000000,2009-01-01D00:07:27.000000000,0D00:00:31.000000000,1,0,-73.94262,40.79734,-73.94304,40.79672,CASH,3,0,0,0,3
2009-01-01,2009-01,DDS,2009-01-01D00:06:56.000000000,2009-01-01D00:19:08.000000000,0D00:12:12.000000000,1,1.6,-73.97841,40.76697,-73.97877,40.74954,CASH,8.1,0.5,0,0,8.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:57.000000000,2009-01-01D00:10:42.000000000,0D00:03:45.000000000,2,0.6,-73.9834,40.77141,-73.98221,40.77651,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:57.000000000,2009-01-01D00:10:45.000000000,0D00:03:48.000000000,1,0.9,-73.95346,40.77145,-73.9595,40.76198,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:58.000000000,2009-01-01D00:17:31.000000000,0D00:10:33.000000000,2,4.1,-73.94979,40.76206,-73.96891,40.75384,CASH,11.8,0,0,0,11.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:58.000000000,2009-01-01D00:10:58.000000000,0D00:04:00.000000000,2,0.6,-73.97855,40.72959,-73.9827,40.7272,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:58.000000000,2009-01-01D00:16:18.000000000,0D00:09:20.000000000,1,1.8,-73.97231,40.7949,-73.95846,40.78159,CASH,8.2,0,0,0,8.2
